#lenk          enk(meV)       PAM  Sxy            Syz            Szx
   0.6902944051  36.1652106632  0.0  -0.0356864764  -0.0537367862  -0.0310249487
   0.7089510106  36.1578802846  0.0  -0.0164870231  -0.0260444794  -0.0150367875
   0.7276076161  36.1557120562  0.0   0.0000000000   0.0000000000   0.0000000000
   0.7276076161  36.1557120562  0.0   0.0000000000   0.0000000000   0.0000000000
   0.7383790123  36.1574703707  0.0   0.0000000000  -0.0068618712   0.0118851399
   0.7491504084  36.1627254799  0.0   0.0000000000  -0.0136587501   0.0236576778
   0.7599218046  36.1714186461  0.0   0.0000000000  -0.0203282956   0.0352096678
   0.7706932007  36.1834544537  0.0   0.0000000000  -0.0268132750   0.0464419802
   0.7814645968  36.1987042895  0.0   0.0000000000  -0.0330634846   0.0572676591
   0.7922359930  36.2170107776  0.0   0.0000000000  -0.0390370649   0.0676142022
   0.8030073891  36.2381928151  0.0   0.0000000000  -0.0447011541   0.0774246908
   0.8137787852  36.2620508578  0.0   0.0000000000  -0.0500319199   0.0866578461
   0.8245501814  36.2883721369  0.0   0.0000000000  -0.0550140774   0.0952871942
   0.8353215775  36.3169355609  0.0   0.0000000000  -0.0596400327   0.1032995817
   0.8460929736  36.3475161269  0.0   0.0000000000  -0.0639087983   0.1106932985
   0.8568643698  36.3798887435  0.0   0.0000000000  -0.0678248133   0.1174760332
   0.8676357659  36.4138314313  0.0   0.0000000000  -0.0713967722   0.1236628453
   0.8784071620  36.4491279132  0.0   0.0000000000  -0.0746365374   0.1292742810
   0.8891785582  36.4855696411  0.0   0.0000000000  -0.0775581790   0.1343347104
   0.8999499543  36.5229573240  0.0   0.0000000000  -0.0801771624   0.1388709204
   0.9107213505  36.5611020288  0.0   0.0000000000  -0.0825096871   0.1429109696
   0.9214927466  36.5998259258  0.0   0.0000000000  -0.0845721672   0.1464832878
   0.9322641427  36.6389627450  0.0   0.0000000000  -0.0863808371   0.1496159939
   0.9430355389  36.6783580027  0.0   0.0000000000  -0.0879514657   0.1523364004
   0.9538069350  36.7178690475  0.0   0.0000000000  -0.0892991584   0.1546706709
   0.9645783311  36.7573649676  0.0   0.0000000000  -0.0904382312   0.1566436013
   0.9753497273  36.7967263925  0.0   0.0000000000  -0.0913821399   0.1582784977
   0.9861211234  36.8358452166  0.0   0.0000000000  -0.0921434523   0.1595971281
   0.9968925195  36.8746242647  0.0   0.0000000000  -0.0927338522   0.1606197294
   1.0076639157  36.9129769167  0.0   0.0000000000  -0.0931641668   0.1613650552
   1.0184353118  36.9508267033  0.0   0.0000000000  -0.0934444110   0.1618504514
   1.0292067080  36.9881068829  0.0   0.0000000000  -0.0935838421   0.1620919522
   1.0399781041  37.0247600056  0.0   0.0000000000  -0.0935910224   0.1621043881
   1.0507495002  37.0607374716  0.0   0.0000000000  -0.0934738857   0.1619015007
   1.0615208964  37.0959990864  0.0   0.0000000000  -0.0932398057   0.1614960614
   1.0722922925  37.1305126164  0.0   0.0000000000  -0.0928956641   0.1608999899
   1.0830636886  37.1642533466  0.0   0.0000000000  -0.0924479184   0.1601244705
   1.0938350848  37.1972036422  0.0   0.0000000000  -0.0919026665   0.1591800652
   1.1046064809  37.2293525148  0.0   0.0000000000  -0.0912657096   0.1580768214
   1.1153778770  37.2606951943  0.0   0.0000000000  -0.0905426108   0.1568243740
   1.1261492732  37.2912327062  0.0   0.0000000000  -0.0897387512   0.1554320408
   1.1369206693  37.3209714561  0.0   0.0000000000  -0.0888593845   0.1539089087
   1.1476920654  37.3499228110  0.0  -0.2412162769  -0.0763269527   0.0338926287
   1.1476920654  37.3499228110  0.0  -0.2412162769  -0.0763269527   0.0338926287
   1.1692348577  37.3018791921  0.0   0.0000000000   0.0527179532   0.0913102222
   1.1907776500  37.2759132762  0.0   0.0000000000   0.0155392964   0.0269148776
   1.2123204423  37.2748683354  0.0   0.0000000000  -0.0156791993  -0.0271571511
   1.2338632345  37.2971227193  0.0   0.0000000000  -0.0365404885  -0.0632899680
   1.2554060268  37.3387301883  0.0   0.0000000000  -0.0478020535  -0.0827955727
   1.2769488191  37.3958547811  0.0   0.0000000000  -0.0522962576  -0.0905797629
   1.2984916114  37.4656986441  0.0   0.0000000000  -0.0525782254  -0.0910681446
   1.3200344036  37.5464463005  0.0   0.0000000000  -0.0503766749  -0.0872549446
   1.3415771959  37.6369642672  0.0   0.0000000000  -0.0467551101  -0.0809822037
   1.3631199882  37.7365407502  0.0   0.0000000000  -0.0423526801  -0.0733569511
   1.3846627804  37.8447094074  0.0   0.0000000000  -0.0375557888  -0.0650478638
   1.4062055727  37.8902038680  0.0   0.0000000000  -0.0581840270  -0.1007776416
   1.4277483650  37.9314967956  0.0   0.0000000000  -0.0564366311  -0.0977510886
   1.4492911573  37.9739335091  0.0   0.0000000000  -0.0549854193  -0.0952375240
   1.4708339495  38.0179437307  0.0   0.0000000000  -0.0538482189  -0.0932678391
   1.4923767418  38.0639996497  0.0   0.0000000000  -0.0530305556  -0.0918516070
   1.5139195341  38.1126264500  0.0   0.0000000000  -0.0525220596  -0.0909708675
   1.5354623263  38.1644088433  0.0   0.0000000000  -0.0522919086  -0.0905722352
   1.5570051186  38.2199888154  0.0   0.0000000000  -0.0522834885  -0.0905576519
   1.5785479109  38.2800477447  0.0   0.0000000000  -0.0524091712  -0.0907753411
   1.6000907032  38.3452644406  0.0   0.0000000000  -0.0525472922  -0.0910145740
   1.6216334954  38.4162412633  0.0   0.0000000000  -0.0525448100  -0.0910102750
   1.6431762877  38.4933960499  0.0   0.0000000000  -0.0522297341  -0.0904645477
   1.6647190800  38.5768302300  0.0   0.0000000000  -0.0514354746  -0.0890888502
   1.6862618722  38.6662012015  0.0   0.0000000000  -0.0500336061  -0.0866607429
   1.7078046645  38.7606402892  0.0   0.0000000000  -0.0479642090  -0.0830764421
   1.7293474568  38.8587531502  0.0   0.0000000000  -0.0452499943  -0.0783752846
   1.7508902491  38.9587127249  0.0   0.0000000000  -0.0419867349  -0.0727231537
   1.7724330413  39.0584193652  0.0   0.0000000000  -0.0383148266  -0.0663632224
   1.7939758336  39.1556812512  0.0   0.0000000000  -0.0343853683  -0.0595572013
   1.8155186259  39.2483716441  0.0   0.0000000000  -0.0303332381  -0.0525387062
   1.8370614182  39.3345396782  0.0   0.0000000000  -0.0262625379  -0.0454880471
   1.8586042104  39.4124725265  0.0   0.0000000000  -0.0222431124  -0.0385261982
   1.8801470027  39.4807193437  0.0   0.0000000000  -0.0183139327  -0.0317206598
   1.9016897950  39.5380908340  0.0   0.0000000000  -0.0144893418  -0.0250962745
   1.9232325872  39.5836463676  0.0   0.0000000000  -0.0107655871  -0.0186465425
   1.9447753795  39.6166769447  0.0   0.0000000000  -0.0071264403  -0.0123433559
   1.9663181718  39.6366889992  0.0   0.0000000000  -0.0035475975  -0.0061446186
   1.9878609641  37.4641798259  0.0   0.0000000000   0.0000000000   0.0000000000
   1.9878609641  37.4641798259  0.0   0.0000000000   0.0000000000   0.0000000000
   2.0020177953  37.4859110875  1.0   0.1089468740   0.0000000000   0.0000000000
   2.0161746265  37.5057291693  1.0   0.1029377617   0.0000000000   0.0000000000
   2.0303314577  37.5236993643  1.0   0.0965682897   0.0000000000   0.0000000000
   2.0444882889  37.5398951826  1.0   0.0898149713   0.0000000000   0.0000000000
   2.0586451202  37.5543989032  1.0   0.0826523965   0.0000000000   0.0000000000
   2.0728019514  37.5673021981  1.0   0.0750533004   0.0000000000   0.0000000000
   2.0869587826  37.5787068270  1.0   0.0669886696   0.0000000000   0.0000000000
   2.1011156138  37.5887254090  1.0   0.0584279021   0.0000000000   0.0000000000
   2.1152724451  37.5974822761  1.0   0.0493390353   0.0000000000   0.0000000000
   2.1294292763  37.6051144098  1.0   0.0396890625   0.0000000000   0.0000000000
   2.1435861075  37.6117724616  1.0   0.0294443638   0.0000000000   0.0000000000
   2.1577429387  37.6176218465  1.0   0.0185712790   0.0000000000   0.0000000000
   2.1718997699  37.6228438969  1.0   0.0070368599   0.0000000000   0.0000000000
   2.1860566012  37.6276370452  1.0  -0.0051901587   0.0000000000   0.0000000000
   2.2002134324  37.6322179927  1.0  -0.0181381235   0.0000000000   0.0000000000
   2.2143702636  37.6368227955  1.0  -0.0318309160   0.0000000000   0.0000000000
   2.2285270948  37.6417077759  1.0  -0.0462860486   0.0000000000   0.0000000000
   2.2426839261  37.6471501310  1.0  -0.0615123698   0.0000000000   0.0000000000
   2.2568407573  37.6534480749  1.0  -0.0775073616   0.0000000000   0.0000000000
   2.2709975885  37.6609203086  1.0  -0.0942540515   0.0000000000   0.0000000000
   2.2851544197  37.6699045750  1.0  -0.1117176145   0.0000000000   0.0000000000
   2.2993112509  37.6807550223  1.0  -0.1298418235   0.0000000000   0.0000000000
   2.3134680822  37.6938380942  1.0  -0.1485456038   0.0000000000   0.0000000000
   2.3276249134  37.7095266813  1.0  -0.1677200683   0.0000000000   0.0000000000
   2.3417817446  37.7281923447  1.0  -0.1872265252   0.0000000000   0.0000000000
   2.3559385758  37.7501955535  1.0  -0.2068960335   0.0000000000   0.0000000000
   2.3700954071  37.7758740848  1.0  -0.2265310923   0.0000000000   0.0000000000
   2.3842522383  37.8055299998  1.0  -0.2459099467   0.0000000000   0.0000000000
   2.3984090695  37.8394159144  1.0  -0.2647937334   0.0000000000   0.0000000000
   2.4125659007  37.8777215659  1.0  -0.2829362913   0.0000000000   0.0000000000
   2.4267227319  37.9205618810  1.0  -0.3000959655   0.0000000000   0.0000000000
   2.4408795632  37.9679677905  1.0  -0.3160482539   0.0000000000   0.0000000000
   2.4550363944  38.0198808802  1.0  -0.3305978290   0.0000000000   0.0000000000
   2.4691932256  38.0761525989  1.0  -0.3435884197   0.0000000000   0.0000000000
   2.4833500568  38.1365482306  1.0  -0.3549093254   0.0000000000   0.0000000000
   2.4975068881  38.2007552719  1.0  -0.3644978853   0.0000000000   0.0000000000
   2.5116637193  38.2683953591  1.0  -0.3723379049   0.0000000000   0.0000000000
   2.5258205505  38.3390385607  1.0  -0.3784546617   0.0000000000   0.0000000000
   2.5399773817  38.4122187044  0.0   0.0266386136   0.0000000000   0.0000000000
   2.5399773817  38.4122187044  0.0   0.0266386136   0.0000000000   0.0000000000
   2.5586339873  38.4079263231  0.0   0.0111967232  -0.0080773850  -0.0046634013
   2.5772905928  38.3950612861  0.0   0.0220809011  -0.0159690072  -0.0092196731
   2.5959471983  38.3736633789  0.0   0.0323605709  -0.0234996787  -0.0135675230
   2.6146038039  38.3438095815  0.0   0.0417825342  -0.0305136136  -0.0176170281
   2.6332604094  38.3056288116  0.0   0.0501445432  -0.0368810170  -0.0212932554
   2.6519170150  38.2593202381  0.0   0.0573008247  -0.0425016549  -0.0245383360
   2.6705736205  38.2051734711  0.0   0.0631609536  -0.0473057543  -0.0273119870
   2.6892302261  38.1435890045  0.0   0.0676831130  -0.0512530580  -0.0295909662
   2.7078868316  38.0750974353  0.0   0.0708634266  -0.0543312013  -0.0313681350
   2.7265434371  38.0003759499  0.0   0.0727232921  -0.0565546606  -0.0326518514
   2.7452000427  37.9202601221  0.0   0.0732966777  -0.0579653505  -0.0334663150
   2.7638566482  37.8357480371  0.0   0.0726193729  -0.0586354756  -0.0338532130
   2.7825132538  37.7479921394  0.0   0.0707223431  -0.0586723728  -0.0338745166
   2.8011698593  37.6582724589  0.0   0.0676315135  -0.0582236930  -0.0336154719
   2.8198264649  37.5679441442  0.0   0.0633760128  -0.0574794576  -0.0331857880
   2.8384830704  37.4783545827  0.0   0.0580052296  -0.0566660381  -0.0327161604
   2.8571396759  37.3907329383  0.0   0.0516112885  -0.0560275590  -0.0323475346
   2.8757962815  37.3060676912  0.0   0.0443485907  -0.0557943895  -0.0322129142
   2.8944528870  37.2250007760  0.0   0.0364393955  -0.0561457883  -0.0324157944
   2.9131094926  37.1477707756  0.0   0.0281582997  -0.0571798638  -0.0330128179
   2.9317660981  37.0742254490  0.0   0.0197987322  -0.0589027723  -0.0340075394
   2.9504227037  37.0038997879  0.0   0.0116343224  -0.0612397640  -0.0353568018
   2.9690793092  36.9361340606  0.0   0.0038895326  -0.0640601467  -0.0369851501
   2.9877359147  36.8701990935  0.0  -0.0032729491  -0.0672040986  -0.0388003111
   3.0063925203  36.8054037254  0.0  -0.0097493051  -0.0705024305  -0.0407046035
   3.0250491258  36.7411733224  0.0  -0.0154821986  -0.0737862252  -0.0426005028
   3.0437057314  36.6771000021  0.0  -0.0204449517  -0.0768874149  -0.0443909751
   3.0623623369  36.6129715160  0.0  -0.0246260005  -0.0796326692  -0.0459759480
   3.0810189424  36.5487874988  0.0  -0.0280149071  -0.0818324582  -0.0472459963
   3.0996755480  36.4847712082  0.0  -0.0305896741  -0.0832661415  -0.0480737333
   3.1183321535  36.4213835611  0.0  -0.0323045454  -0.0836633110  -0.0483030388
   3.1369887591  36.3593447760  0.0  -0.0330778138  -0.0826821449  -0.0477365619
   3.1556453646  36.2996666749  0.0  -0.0327806690  -0.0798884268  -0.0461236075
   3.1743019702  36.2436937388  0.0  -0.0312317643  -0.0747464901  -0.0431549086
   3.1929585757  36.1931396189  0.0  -0.0282092884  -0.0666486443  -0.0384796147
   3.2116151812  36.1500833868  0.0  -0.0235022316  -0.0550309752  -0.0317721498
   3.2302717868  36.1168580044  0.0  -0.0170248204  -0.0396277185  -0.0228790750
   3.2489283923  36.0957494454  0.0  -0.0089840690  -0.0208405815  -0.0120323159
   3.2675849979  36.0884941968  0.0   0.0000000000   0.0000000000   0.0000000000
   3.2675849979  36.0884941968  0.0   0.0000000000   0.0000000000   0.0000000000
   3.2783563940  36.0875667018  0.0   0.0000000000   0.0018589992  -0.0032198992
   3.2891277901  36.0847935982  0.0   0.0000000000   0.0037214991  -0.0064458444
   3.2998991863  36.0802026541  0.0   0.0000000000   0.0055908918  -0.0096837285
   3.3106705824  36.0738389244  0.0   0.0000000000   0.0074703893  -0.0129391147
   3.3214419785  36.0657630073  0.0   0.0000000000   0.0093629219  -0.0162170783
   3.3322133747  36.0560487788  0.0   0.0000000000   0.0112710447  -0.0195220451
   3.3429847708  36.0447807591  0.0   0.0000000000   0.0131968487  -0.0228576365
   3.3537561670  36.0320512761  0.0   0.0000000000   0.0151418787  -0.0262265284
   3.3645275631  36.0179575904  0.0   0.0000000000   0.0171070642  -0.0296303308
   3.3752989592  36.0025991311  0.0   0.0000000000   0.0190926667  -0.0330694964
   3.3860703554  35.9860749643  0.0   0.0000000000   0.0210982478  -0.0365432660
   3.3968417515  35.9684815887  0.0   0.0000000000   0.0231226608  -0.0400496535
   3.4076131476  35.9499111147  0.0   0.0000000000   0.0251640674  -0.0435854746
   3.4183845438  35.9304498546  0.0   0.0000000000   0.0272199774  -0.0471464162
   3.4291559399  35.9101773232  0.0   0.0000000000   0.0292873108  -0.0507271441
   3.4399273360  35.8891656242  0.0   0.0000000000   0.0313624781  -0.0543214403
   3.4506987322  35.8674791836  0.0   0.0000000000   0.0334414726  -0.0579223655
   3.4614701283  35.8451747782  0.0   0.0000000000   0.0355199728  -0.0615224346
   3.4722415245  35.8223018058  0.0   0.0000000000   0.0375934470  -0.0651137983
   3.4830129206  35.7989027398  0.0   0.0000000000   0.0396572574  -0.0686884236
   3.4937843167  35.7750137164  0.0   0.0000000000   0.0417067584  -0.0722382644
   3.5045557129  35.7506652061  0.0   0.0000000000   0.0437373881  -0.0757554191
   3.5153271090  35.7258827280  0.0   0.0000000000   0.0457447480  -0.0792322693
   3.5260985051  35.7006875740  0.0   0.0000000000   0.0477246721  -0.0826615992
   3.5368699013  35.6750975139  0.0   0.0000000000   0.0496732834  -0.0860366937
   3.5476412974  35.6491274630  0.0   0.0000000000   0.0515870381  -0.0893514147
   3.5584126935  35.6227900955  0.0   0.0000000000   0.0534627585  -0.0926002583
   3.5691840897  35.5960963960  0.0   0.0000000000   0.0552976543  -0.0957783917
   3.5799554858  35.5690561423  0.0   0.0000000000   0.0570893350  -0.0988816743
   3.5907268819  35.5416783186  0.0   0.0000000000   0.0588358126  -0.1019066630
   3.6014982781  35.5139714592  0.0   0.0000000000   0.0605354976  -0.1048506044
   3.6122696742  35.4859439252  0.0   0.0000000000   0.0621871878  -0.1077114165
   3.6230410704  35.4576041184  0.0   0.0000000000   0.0637900523  -0.1104876600
   3.6338124665  35.4289606374  0.0   0.0000000000   0.0653436109  -0.1131785033
   3.6445838626  35.4000223818  0.0   0.0000000000   0.0668477098  -0.1157836801
   3.6553552588  35.3707986094  0.0   0.0000000000   0.0683024947  -0.1183034434
   3.6661266549  35.3412989545  0.0   0.0000000000   0.0697083819  -0.1207385149
   3.6768980510  35.3115334110  0.0   0.0000000000   0.0710660262  -0.1230900334
   3.6876694472  35.2815123346  0.0   0.0049407163  -0.0821597893   0.1178153216
   3.6876694472  35.2815123346  0.0   0.0049407163  -0.0821597893   0.1178153216
   3.7092122394  35.3451453182  0.0   0.0000000000  -0.0729548625  -0.1263614060
   3.7307550317  35.4150740110  0.0   0.0000000000  -0.0733711448  -0.1270824830
   3.7522978240  35.4906399947  0.0   0.0000000000  -0.0736685521  -0.1275976279
   3.7738406163  35.5711131520  0.0   0.0000000000  -0.0738880892  -0.1279778886
   3.7953834085  35.6557260017  0.0   0.0000000000  -0.0740673034  -0.1282883041
   3.8169262008  35.7437045958  0.0   0.0000000000  -0.0742394092  -0.1285864053
   3.8384689931  35.8342949144  0.0   0.0000000000  -0.0744326910  -0.1289211831
   3.8600117853  35.9267845115  0.0   0.0000000000  -0.0746700875  -0.1293323689
   3.8815545776  36.0205197607  0.0   0.0000000000  -0.0749688523  -0.1298498470
   3.9030973699  36.1149194259  0.0   0.0000000000  -0.0753401886  -0.1304930224
   3.9246401622  36.2094854725  0.0   0.0000000000  -0.0757887658  -0.1312699825
   3.9461829544  36.3038120565  0.0   0.0000000000  -0.0763120343  -0.1321763115
   3.9677257467  36.3975935039  0.0   0.0000000000  -0.0768992762  -0.1331934454
   3.9892685390  36.4906318157  0.0   0.0000000000  -0.0775303541  -0.1342865054
   4.0108113313  36.5828437527  0.0   0.0000000000  -0.0781741766  -0.1354016397
   4.0323541235  36.6742667934  0.0   0.0000000000  -0.0787869965  -0.1364630758
   4.0538969158  36.7650621275  0.0   0.0000000000  -0.0793108392  -0.1373703990
   4.0754397081  36.8555113096  0.0   0.0000000000  -0.0796726345  -0.1379970477
   4.0969825003  36.9460014500  0.0   0.0000000000  -0.0797849886  -0.1381916517
   4.1185252926  37.0369925280  0.0   0.0000000000  -0.0795498497  -0.1377843801
   4.1400680849  37.1289609423  0.0   0.0000000000  -0.0788662682  -0.1366003829
   4.1616108772  37.2223176458  0.0   0.0000000000  -0.0776425739  -0.1344808830
   4.1831536694  37.3173082191  0.0   0.0000000000  -0.0758113089  -0.1313090396
   4.2046964617  37.4139140279  0.0   0.0000000000  -0.0733427805  -0.1270334234
   4.2262392540  37.5117817438  0.0   0.0000000000  -0.0702519054  -0.1216798709
   4.2477820462  37.6102052173  0.0   0.0000000000  -0.0665948642  -0.1153456895
   4.2693248385  37.7081672084  0.0   0.0000000000  -0.0624565522  -0.1081779223
   4.2908676308  37.8044272605  0.0   0.0000000000  -0.0579338885  -0.1003444383
   4.3124104231  37.8976286839  0.0   0.0000000000  -0.0531208676  -0.0920080402
   4.3339532153  37.9863982503  0.0   0.0000000000  -0.0480989010  -0.0833097372
   4.3554960076  38.0694226970  0.0   0.0000000000  -0.0429328557  -0.0743618820
   4.3770387999  38.1454981724  0.0   0.0000000000  -0.0376712354  -0.0652484855
   4.3985815921  38.2135567707  0.0   0.0000000000  -0.0323485381  -0.0560292997
   4.4201243844  38.2726773099  0.0   0.0000000000  -0.0269882931  -0.0467450778
   4.4416671767  38.3220871188  0.0   0.0000000000  -0.0216059396  -0.0374225611
   4.4632099690  38.3611597848  0.0   0.0000000000  -0.0162112127  -0.0280786086
   4.4847527612  38.3894118538  0.0   0.0000000000  -0.0108099841  -0.0187233849
   4.5062955535  38.4064999420  0.0   0.0000000000  -0.0054056435  -0.0093627307
   4.5278383458  38.4122187044  0.0   0.0266386136   0.0000000000   0.0000000000
   4.5278383458  36.0884941968  0.0   0.0000000000   0.0000000000   0.0000000000
   4.5419951770  36.0913313574  0.0   0.0059435393   0.0118324094   0.0068314446
   4.5561520082  36.0996884797  0.0   0.0114338743   0.0234112819   0.0135165096
   4.5703088394  36.1131277829  0.0   0.0160847195   0.0345246724   0.0199328285
   4.5844656707  36.1309939580  0.0   0.0196184830   0.0450273029   0.0259965249
   4.5986225019  36.1524976429  0.0   0.0218733092   0.0548429637   0.0316635991
   4.6127793331  36.1767932981  0.0   0.0227835328   0.0639497058   0.0369213790
   4.6269361643  36.2030377247  0.0   0.0223489461   0.0723579734   0.0417758944
   4.6410929956  36.2304261679  0.0   0.0206054872   0.0800898248   0.0462398808
   4.6552498268  36.2582097777  0.0   0.0176034696   0.0871630389   0.0503236027
   4.6694066580  36.2857005509  0.0   0.0133943430   0.0935805445   0.0540287511
   4.6835634892  36.3122694671  0.0   0.0080245250   0.0993240869   0.0573447867
   4.6977203204  36.3373420975  0.0   0.0015343032   0.1043508270   0.0602469763
   4.7118771517  36.3603945250  0.0  -0.0060398714   0.1085919320   0.0626955792
   4.7260339829  36.3809513003  0.0  -0.0146608877   0.1119527220   0.0646359320
   4.7401908141  36.3985863881  0.0  -0.0242850957   0.1143143625   0.0659994256
   4.7543476453  36.4129274884  0.0  -0.0348556928   0.1155373782   0.0667055338
   4.7685044766  36.4236636510  0.0  -0.0462960106   0.1154673772   0.0666651185
   4.7826613078  36.4305556304  0.0  -0.0585033969   0.1139432988   0.0657851911
   4.7968181390  36.4334479579  0.0  -0.0713444206   0.1108082456   0.0639751671
   4.8109749702  36.4322812617  0.0  -0.0846520246   0.1059225831   0.0611544282
   4.8251318014  36.4271030538  0.0  -0.0982249530   0.0991785915   0.0572607826
   4.8392886327  36.4180751202  0.0  -0.1118292945   0.0905156956   0.0522592569
   4.8534454639  36.4054758752  0.0  -0.1252014170   0.0799353010   0.0461506630
   4.8676022951  36.3896965580  0.0  -0.1380510916   0.0675145763   0.0389795538
   4.8817591263  36.3712308637  0.0  -0.1500633673   0.0534190375   0.0308414904
   4.8959159576  36.3506583435  0.0  -0.1608978392   0.0379143238   0.0218898393
   4.9100727888  36.3286225335  0.0  -0.1701843406   0.0213778255   0.0123424872
   4.9242296200  36.3058051596  0.0  -0.1775148020   0.0043106077   0.0024887241
   4.9383864512  36.2828979041  0.0  -0.1824322278  -0.0126509851  -0.0073040563
   4.9525432824  36.2605731315  0.0  -0.1844198956  -0.0287270143  -0.0165855564
   4.9667001137  36.2394547516  0.0  -0.1828975691  -0.0429961879  -0.0248238677
   4.9808569449  36.2200902494  0.0  -0.1772366858  -0.0544222516  -0.0314207086
   4.9950137761  36.2029251678  0.0  -0.1668110516  -0.0619244096  -0.0357520814
   5.0091706073  36.1882824583  0.0  -0.1510977208  -0.0645113013  -0.0372456235
   5.0233274386  36.1763512481  0.0  -0.1298264480  -0.0614806851  -0.0354958957
   5.0374842698  36.1671916583  0.0  -0.1031439585  -0.0526479881  -0.0303963346
   5.0516411010  36.1607616109  0.0  -0.0717292581  -0.0385242076  -0.0222419648
   5.0657979322  36.1569652978  0.0  -0.0368003341  -0.0203571050  -0.0117531817
   5.0799547634  36.1557120562  0.0   0.0000000000   0.0000000000   0.0000000000
   5.0799547634  37.3499228110  0.0  -0.2412162769  -0.0763269527   0.0338926287
   5.0941115947  37.2574966744  1.0   0.2731740696   0.0000000000   0.0000000000
   5.1082684259  37.1627758343  1.0   0.2718515846   0.0000000000   0.0000000000
   5.1224252571  37.0659274601  1.0   0.2701468342   0.0000000000   0.0000000000
   5.1365820883  36.9671467425  1.0   0.2680581362   0.0000000000   0.0000000000
   5.1507389196  36.8666585006  1.0   0.2655806850   0.0000000000   0.0000000000
   5.1648957508  36.7647187748  1.0   0.2627061639   0.0000000000   0.0000000000
   5.1790525820  36.6616164186  1.0   0.2594224070   0.0000000000   0.0000000000
   5.1932094132  36.5576746579  1.0   0.2557131381   0.0000000000   0.0000000000
   5.2073662444  36.4620727358  0.0   0.0311290202   0.0000000000   0.0000000000
   5.2215230757  36.4357920988  0.0   0.0345242867   0.0000000000   0.0000000000
   5.2356799069  36.4076076397  0.0   0.0378774305   0.0000000000   0.0000000000
   5.2498367381  36.3777197668  0.0   0.0411741971   0.0000000000   0.0000000000
   5.2639935693  36.3463221709  0.0   0.0443982764   0.0000000000   0.0000000000
   5.2781504006  36.3135966008  0.0   0.0475315468   0.0000000000   0.0000000000
   5.2923072318  36.2797082340  0.0   0.0505544169   0.0000000000   0.0000000000
   5.3064640630  36.2448019188  0.0   0.0534462443   0.0000000000   0.0000000000
   5.3206208942  36.2089995231  0.0   0.0561857943   0.0000000000   0.0000000000
   5.3347777254  36.1723985544  0.0   0.0587517027   0.0000000000   0.0000000000
   5.3489345567  36.1350721279  0.0   0.0611228979   0.0000000000   0.0000000000
   5.3630913879  36.0970702638  0.0   0.0632789489   0.0000000000   0.0000000000
   5.3772482191  36.0584224048  0.0   0.0652003104   0.0000000000   0.0000000000
   5.3914050503  36.0191409723  0.0   0.0668684504   0.0000000000   0.0000000000
   5.4055618816  35.9792257318  0.0   0.0682658580   0.0000000000   0.0000000000
   5.4197187128  35.9386687157  0.0   0.0693759397   0.0000000000   0.0000000000
   5.4338755440  35.8974594594  0.0   0.0701828215   0.0000000000   0.0000000000
   5.4480323752  35.8555903278  0.0   0.0706710781   0.0000000000   0.0000000000
   5.4621892064  35.8130617541  0.0   0.0708254126   0.0000000000   0.0000000000
   5.4763460377  35.7698872504  0.0   0.0706303072   0.0000000000   0.0000000000
   5.4905028689  35.7260981019  0.0   0.0700696661   0.0000000000   0.0000000000
   5.5046597001  35.6817476927  0.0   0.0691264654   0.0000000000   0.0000000000
   5.5188165313  35.6369154423  0.0   0.0677824234   0.0000000000   0.0000000000
   5.5329733626  35.5917103584  0.0   0.0660177054   0.0000000000   0.0000000000
   5.5471301938  35.5462742208  0.0   0.0638106740   0.0000000000   0.0000000000
   5.5612870250  35.5007844121  0.0   0.0611377022   0.0000000000   0.0000000000
   5.5754438562  35.4554564044  0.0   0.0579730693   0.0000000000   0.0000000000
   5.5896006874  35.4105458888  0.0   0.0542889676   0.0000000000   0.0000000000
   5.6037575187  35.3663505068  0.0   0.0500556591   0.0000000000   0.0000000000
   5.6179143499  35.3232110956  0.0   0.0452418294   0.0000000000   0.0000000000
   5.6320711811  35.2815123346  0.0   0.0049407163  -0.0821597893   0.1178153216


   0.0000000000  39.6433916995  0.0   0.0000000000   0.0000000000   0.0000000000
   0.0186566055  41.7815855587  0.0   0.0068832981   0.0050386570   0.0029090699
   0.0373132111  41.7553002012  0.0   0.0136820486   0.0100041755   0.0057759133
   0.0559698166  41.7119944686  0.0   0.0203144924   0.0148291767   0.0085616290
   0.0746264222  41.6523994542  0.0   0.0267039926   0.0194569841   0.0112334947
   0.0932830277  41.5774942377  0.0   0.0327805613   0.0238450741   0.0137669596
   0.1119396333  41.4884676434  0.0   0.0384814072   0.0279666072   0.0161465278
   0.1305962388  41.3866764167  0.0   0.0437505374   0.0318098790   0.0183654417
   0.1492528443  41.2736031624  0.0   0.0485376300   0.0353757720   0.0204242110
   0.1679094499  41.1508165090  0.0   0.0527965353   0.0386734687   0.0223281370
   0.1865660554  41.0199348562  0.0   0.0564838416   0.0417148286   0.0240840670
   0.2052226610  40.8825939829  0.0   0.0595579628   0.0445079820   0.0256966948
   0.2238792665  40.7404179458  0.0   0.0619791598   0.0470508782   0.0271648367
   0.2425358720  40.5949922410  0.0   0.0637107845   0.0493257716   0.0284782470
   0.2611924776  40.4478381926  0.0   0.0647218245   0.0512958343   0.0296156633
   0.2798490831  40.3003879900  0.0   0.0649905256   0.0529051304   0.0305447909
